Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,63.95000076293945,64.05999755859375,63.0099983215332,63.619998931884766,49.90277099609375,25393200
2016-01-05,63.70000076293945,64.12999725341797,63.040000915527344,63.72999954223633,49.98904800415039,16566700
2016-01-06,62.720001220703125,63.130001068115234,62.34000015258789,62.810001373291016,49.26741409301758,22961500
2016-01-07,61.459999084472656,62.0,60.08000183105469,60.27000045776367,47.27507400512695,27630900
2016-01-08,61.130001068115234,61.27000045776367,58.849998474121094,58.91999816894531,46.21613693237305,22373300
2016-01-11,58.83000183105469,59.220001220703125,58.040000915527344,58.83000183105469,46.145538330078125,20925500
2016-01-12,59.45000076293945,59.560001373291016,58.099998474121094,58.959999084472656,46.24752426147461,22971600
2016-01-13,59.459999084472656,59.68000030517578,56.90999984741211,57.34000015258789,44.976806640625,28808100
2016-01-14,58.15999984741211,59.380001068115234,57.290000915527344,58.20000076293945,45.65138626098633,31296300
2016-01-15,56.45000076293945,57.56999969482422,56.220001220703125,57.040000915527344,44.74150085449219,38131700
2016-01-19,57.72999954223633,57.970001220703125,56.5099983215332,57.0099983215332,44.71796417236328,22818900
2016-01-20,55.630001068115234,56.18000030517578,54.65999984741211,55.5099983215332,43.541378021240234,34646100
2016-01-21,55.7400016784668,56.52000045776367,55.060001373291016,55.25,43.33744430541992,31301100
2016-01-22,56.439998626708984,57.15999984741211,56.29999923706055,56.95000076293945,44.670902252197266,22732200
2016-01-25,56.47999954223633,56.849998474121094,55.599998474121094,55.65999984741211,43.65904998779297,21114400
2016-01-26,55.849998474121094,57.150001525878906,55.810001373291016,57.08000183105469,44.77287673950195,17535700
2016-01-27,57.08000183105469,58.27000045776367,56.560001373291016,57.040000915527344,44.74150085449219,20560000
2016-01-28,57.52000045776367,57.970001220703125,56.630001068115234,57.279998779296875,44.92973709106445,15497900
2016-01-29,57.83000183105469,59.540000915527344,57.5099983215332,59.5,46.67108917236328,26992200
2016-02-01,59.15999984741211,59.650001525878906,58.439998626708984,58.86000061035156,46.16908264160156,16807900
2016-02-02,57.880001068115234,57.97999954223633,56.75,57.029998779296875,44.73365020751953,22448200
2016-02-03,57.369998931884766,57.79999923706055,55.02000045776367,57.40999984741211,45.031715393066406,31543200
2016-02-04,57.060001373291016,58.52000045776367,57.060001373291016,58.400001525878906,45.808258056640625,21651300
2016-02-05,58.58000183105469,59.13999938964844,57.41999816894531,57.75,45.29841613769531,22001300
2016-02-08,56.689998626708984,56.91999816894531,55.540000915527344,56.540000915527344,44.349300384521484,28267600
2016-02-09,55.290000915527344,56.689998626708984,55.130001068115234,56.20000076293945,44.08262252807617,26300000
2016-02-10,56.56999969482422,57.40999984741211,55.470001220703125,55.52000045776367,43.549232482910156,22389600
2016-02-11,53.900001525878906,53.90999984741211,52.5,53.06999969482422,41.62747573852539,44334700
2016-02-12,55.650001525878906,57.56999969482422,55.16999816894531,57.4900016784668,45.09446716308594,37011400
2016-02-16,58.22999954223633,58.599998474121094,57.63999938964844,58.349998474121094,45.76904296875,23730700
2016-02-17,58.849998474121094,59.25,58.38999938964844,58.77000045776367,46.0984992980957,21580100
2016-02-18,58.84000015258789,58.86000061035156,57.25,57.810001373291016,45.345481872558594,17037800
2016-02-19,57.5,58.16999816894531,57.08000183105469,57.81999969482422,45.35332489013672,15658200
2016-02-22,58.5099983215332,58.880001068115234,58.41999816894531,58.56999969482422,45.94160079956055,14882800
2016-02-23,57.900001525878906,58.09000015258789,55.959999084472656,56.119998931884766,44.01985549926758,31772500
2016-02-24,55.20000076293945,56.209999084472656,54.33000183105469,56.13999938964844,44.03554153442383,25560100
2016-02-25,56.130001068115234,57.029998779296875,56.040000915527344,57.0099983215332,44.71796417236328,14473300
2016-02-26,57.63999938964844,58.11000061035156,57.13999938964844,57.540000915527344,45.13369369506836,20947500
2016-02-29,57.40999984741211,57.61000061035156,56.290000915527344,56.29999923706055,44.16103744506836,19554100
2016-03-01,56.7599983215332,59.20000076293945,56.66999816894531,59.20000076293945,46.4357795715332,23958100
2016-03-02,59.20000076293945,59.900001525878906,58.959999084472656,59.7599983215332,46.87503433227539,20943100
2016-03-03,59.58000183105469,59.959999084472656,59.099998474121094,59.959999084472656,47.03191375732422,15790600
2016-03-04,60.099998474121094,60.54999923706055,59.529998779296875,60.04999923706055,47.10250473022461,18459000
2016-03-07,59.540000915527344,60.04999923706055,59.31999969482422,59.939998626708984,47.01621627807617,12832400
2016-03-08,59.209999084472656,59.5,58.68000030517578,58.779998779296875,46.106346130371094,14132900
2016-03-09,59.150001525878906,59.540000915527344,58.68000030517578,59.119998931884766,46.37302780151367,13238800
2016-03-10,59.59000015258789,59.66999816894531,57.810001373291016,58.61000061035156,45.972991943359375,21139200
2016-03-11,59.38999938964844,59.5099983215332,58.650001525878906,59.34000015258789,46.54558563232422,21055000
2016-03-14,59.150001525878906,59.310001373291016,58.599998474121094,59.119998931884766,46.37302780151367,13436100
2016-03-15,58.540000915527344,59.209999084472656,58.43000030517578,59.20000076293945,46.4357795715332,10910500
2016-03-16,58.97999954223633,59.75,58.470001220703125,58.91999816894531,46.21613693237305,17423900
2016-03-17,58.77000045776367,59.130001068115234,57.9900016784668,58.75,46.08279800415039,19405700
2016-03-18,60.04999923706055,60.970001220703125,59.65999984741211,60.47999954223633,47.439796447753906,29570200
2016-03-21,60.220001220703125,60.81999969482422,59.959999084472656,60.459999084472656,47.424102783203125,12684400
2016-03-22,59.9900016784668,60.58000183105469,59.619998931884766,60.2400016784668,47.25154495239258,12042700
2016-03-23,60.34000015258789,60.5099983215332,59.86000061035156,59.939998626708984,47.01621627807617,11658700
2016-03-24,59.29999923706055,59.5099983215332,58.869998931884766,59.47999954223633,46.6554069519043,12921200
2016-03-28,59.529998779296875,59.75,59.18000030517578,59.400001525878906,46.592647552490234,11159700
2016-03-29,59.33000183105469,59.33000183105469,58.529998779296875,59.029998779296875,46.30243682861328,15933400
2016-03-30,59.459999084472656,60.22999954223633,59.380001068115234,59.709999084472656,46.8358154296875,13307100
2016-03-31,59.45000076293945,59.93000030517578,59.11000061035156,59.220001220703125,46.451454162597656,14904700
2016-04-01,59.02000045776367,60.060001373291016,58.560001373291016,59.869998931884766,46.961326599121094,15417500
2016-04-04,59.439998626708984,59.56999969482422,58.959999084472656,59.20000076293945,46.77956771850586,12305000
2016-04-05,58.59000015258789,58.83000183105469,58.209999084472656,58.36000061035156,46.11581039428711,12886600
2016-04-06,58.18000030517578,58.880001068115234,57.95000076293945,58.810001373291016,46.47140121459961,12167900
2016-04-07,58.2599983215332,58.43000030517578,57.06999969482422,57.31999969482422,45.29400634765625,19226800
2016-04-08,57.709999084472656,58.58000183105469,57.689998626708984,57.7400016784668,45.62589645385742,13547700
2016-04-11,57.90999984741211,58.880001068115234,57.90999984741211,58.20000076293945,45.9893684387207,17627800
2016-04-12,58.34000015258789,59.38999938964844,58.20000076293945,59.279998779296875,46.84279251098633,17779200
2016-04-13,60.47999954223633,62.15999984741211,60.380001068115234,61.790000915527344,48.8261833190918,37516800
2016-04-14,61.689998626708984,62.90999984741211,61.61000061035156,62.59000015258789,49.45832443237305,24249900
2016-04-15,62.880001068115234,62.900001525878906,61.45000076293945,61.869998931884766,48.889400482177734,19290700
2016-04-18,61.63999938964844,62.58000183105469,61.529998779296875,62.27000045776367,49.205474853515625,13813100
2016-04-19,62.54999923706055,63.47999954223633,62.54999923706055,63.31999969482422,50.035186767578125,19255600
2016-04-20,63.47999954223633,64.30999755859375,63.150001525878906,64.23999786376953,50.76215744018555,14594400
2016-04-21,64.26000213623047,64.66000366210938,63.34000015258789,63.599998474121094,50.25642395019531,15395800
2016-04-22,63.63999938964844,64.37999725341797,63.63999938964844,63.970001220703125,50.54881286621094,12444700
2016-04-25,63.599998474121094,63.95000076293945,63.150001525878906,63.599998474121094,50.25642395019531,10687200
2016-04-26,63.810001373291016,64.06999969482422,63.33000183105469,63.93000030517578,50.5172004699707,12048000
2016-04-27,63.86000061035156,64.63999938964844,63.599998474121094,64.11000061035156,50.65943145751953,15284100
2016-04-28,63.63999938964844,64.41999816894531,63.349998474121094,63.599998474121094,50.25642395019531,12852500
2016-04-29,63.09000015258789,63.61000061035156,62.70000076293945,63.20000076293945,49.94035339355469,16376400
2016-05-02,63.689998626708984,64.0,63.13999938964844,63.790000915527344,50.40657043457031,10247300
2016-05-03,62.900001525878906,62.90999984741211,61.79999923706055,62.560001373291016,49.434627532958984,19120300
2016-05-04,61.75,62.2599983215332,61.27000045776367,61.56999969482422,48.6523323059082,17030200
2016-05-05,61.599998474121094,62.0,61.060001373291016,61.2400016784668,48.39156723022461,14033900
2016-05-06,60.70000076293945,61.68000030517578,60.59000015258789,61.599998474121094,48.67604064941406,11057900
2016-05-09,61.369998931884766,61.88999938964844,61.04999923706055,61.209999084472656,48.36787796020508,11197100
2016-05-10,61.54999923706055,62.2599983215332,61.349998474121094,62.040000915527344,49.02373123168945,11897200
2016-05-11,61.970001220703125,62.599998474121094,61.810001373291016,61.810001373291016,48.84197235107422,11254000
2016-05-12,62.27000045776367,62.560001373291016,61.369998931884766,61.77000045776367,48.81036376953125,11071700
2016-05-13,61.70000076293945,62.400001525878906,61.02000045776367,61.20000076293945,48.35996627807617,15122300
2016-05-16,61.209999084472656,61.9900016784668,61.0,61.65999984741211,48.72346115112305,10951300
2016-05-17,61.43000030517578,62.15999984741211,61.150001525878906,61.65999984741211,48.72346115112305,12180900
2016-05-18,61.70000076293945,64.16999816894531,61.689998626708984,64.04000091552734,50.60411834716797,24007100
2016-05-19,63.529998779296875,64.22000122070312,62.900001525878906,63.38999938964844,50.090492248535156,16076200
2016-05-20,63.86000061035156,64.19000244140625,63.369998931884766,63.5099983215332,50.185306549072266,11862000
2016-05-23,63.45000076293945,63.869998931884766,63.15999984741211,63.459999084472656,50.14579391479492,9347500
2016-05-24,63.939998626708984,64.7699966430664,63.810001373291016,64.54000091552734,50.99921798706055,13839400
2016-05-25,64.94000244140625,66.19999694824219,64.91999816894531,65.5199966430664,51.77360534667969,18935200
2016-05-26,65.56999969482422,65.58000183105469,64.91000366210938,65.02999877929688,51.38640213012695,9428400
2016-05-27,65.20999908447266,65.45999908447266,65.05000305175781,65.43000030517578,51.70249557495117,10116000
2016-05-31,65.7300033569336,65.81999969482422,64.95999908447266,65.2699966430664,51.5760498046875,15139400
2016-06-01,64.76000213623047,65.91999816894531,64.26000213623047,65.69000244140625,51.90794372558594,14031000
2016-06-02,65.5199966430664,65.80999755859375,65.16000366210938,65.80999755859375,52.00276184082031,10637600
2016-06-03,64.25,64.86000061035156,63.54999923706055,64.63999938964844,51.0782356262207,20261700
2016-06-06,64.63999938964844,65.76000213623047,64.5999984741211,65.27999877929688,51.58395767211914,13193500
2016-06-07,65.44999694824219,65.73999786376953,65.04000091552734,65.05999755859375,51.41012191772461,9924100
2016-06-08,64.93000030517578,65.4800033569336,64.91999816894531,65.25,51.56025695800781,9428000
2016-06-09,64.79000091552734,64.9000015258789,64.2699966430664,64.75,51.16514587402344,10817800
