Date,Open,High,Low,Close,Adj Close,Volume
2022-11-01,126.87000274658203,128.27999877929688,126.33000183105469,128.14999389648438,121.53836059570312,13386900
2022-11-02,127.6500015258789,130.36000061035156,126.63999938964844,126.97000122070312,120.41925811767578,16546100
2022-11-03,126.30999755859375,128.17999267578125,125.91000366210938,127.19999694824219,120.63738250732422,12474400
2022-11-04,129.49000549316406,130.8300018310547,128.4600067138672,130.67999267578125,123.93782806396484,14953200
2022-11-07,131.0,132.2899932861328,130.47999572753906,131.3699951171875,124.59223937988281,12011200
2022-11-08,131.24000549316406,132.05999755859375,130.13999938964844,131.4499969482422,124.66812133789062,9884100
2022-11-09,131.32000732421875,131.42999267578125,129.22000122070312,129.74000549316406,123.04632568359375,9494000
2022-11-10,132.6300048828125,135.25,132.52999877929688,135.0800018310547,128.11083984375,16351600
2022-11-11,135.19000244140625,136.1699981689453,133.77999877929688,135.3000030517578,128.31947326660156,10704700
2022-11-14,134.8000030517578,135.72999572753906,133.91000366210938,133.91000366210938,127.00120544433594,11085600
2022-11-15,134.67999267578125,135.7100067138672,131.60000610351562,132.94000244140625,126.08125305175781,14038300
2022-11-16,133.0,133.55999755859375,132.02999877929688,133.1199951171875,126.2519760131836,7893400
2022-11-17,132.0,132.88999938964844,131.27999877929688,132.5399932861328,125.70186614990234,8820200
2022-11-18,134.57000732421875,134.6699981689453,132.27999877929688,133.83999633789062,126.93482971191406,9468500
2022-11-21,133.74000549316406,134.55999755859375,132.75,133.0500030517578,126.18555450439453,7800500
2022-11-22,134.0,135.27000427246094,133.69000244140625,135.0399932861328,128.07289123535156,9185700
2022-11-23,134.94000244140625,136.5,134.86000061035156,136.47999572753906,129.4385986328125,7316200
2022-11-25,136.47999572753906,137.13999938964844,136.05999755859375,136.74000549316406,129.6851806640625,3220500
2022-11-28,136.07000732421875,136.7100067138672,134.19000244140625,134.35000610351562,127.41850280761719,9906900
2022-11-29,134.66000366210938,136.63999938964844,134.41000366210938,136.55999755859375,129.5144805908203,7925300
2022-11-30,136.08999633789062,138.17999267578125,133.19000244140625,138.17999267578125,131.05088806152344,14761200
2022-12-01,138.17999267578125,138.66000366210938,135.42999267578125,136.24000549316406,129.21096801757812,8858500
2022-12-02,134.49000549316406,135.35000610351562,133.33999633789062,135.16000366210938,128.1866912841797,8931900
2022-12-05,134.24000549316406,134.57000732421875,130.60000610351562,131.3699951171875,124.59223937988281,10154500
2022-12-06,133.38999938964844,135.11000061035156,129.8699951171875,131.58999633789062,124.80089569091797,13966700
2022-12-07,131.30999755859375,133.0800018310547,130.3300018310547,131.5,124.71552276611328,11739400
2022-12-08,132.3300018310547,132.97999572753906,131.42999267578125,132.8800048828125,126.02434539794922,8907300
2022-12-09,132.1999969482422,133.75999450683594,132.0,132.16000366210938,125.34149932861328,7957800
2022-12-12,132.39999389648438,134.64999389648438,131.60000610351562,134.2100067138672,127.28572845458984,8841600
2022-12-13,136.88999938964844,137.08999633789062,133.0800018310547,134.0800018310547,127.16242980957031,10025400
2022-12-14,133.77999877929688,135.7100067138672,132.75999450683594,133.41000366210938,126.52698516845703,9966100
2022-12-15,131.14999389648438,132.0800018310547,129.0500030517578,130.10000610351562,123.38777160644531,12087800
2022-12-16,129.14999389648438,129.89999389648438,128.42999267578125,129.2899932861328,122.61954498291016,21133700
2022-12-19,129.64999389648438,131.3300018310547,129.08999633789062,130.05999755859375,123.34981536865234,9017200
2022-12-20,130.97000122070312,132.0500030517578,130.1999969482422,130.69000244140625,123.94732666015625,8549900
2022-12-21,132.17999267578125,132.97999572753906,131.77000427246094,132.16000366210938,125.34149932861328,8051700
2022-12-22,131.10000610351562,131.3000030517578,128.41000366210938,130.66000366210938,123.91887664794922,8648200
2022-12-23,130.5800018310547,131.44000244140625,129.63999938964844,131.27999877929688,124.50687408447266,5091900
2022-12-27,131.57000732421875,132.22000122070312,130.5500030517578,131.74000549316406,124.94314575195312,5411000
2022-12-28,131.85000610351562,133.41000366210938,131.00999450683594,132.4600067138672,125.62601470947266,8827700
2022-12-29,132.92999267578125,133.27000427246094,132.30999755859375,133.22000122070312,126.34678649902344,6585200
2022-12-30,132.80999755859375,134.3300018310547,132.44000244140625,134.10000610351562,127.181396484375,9292500
2023-01-03,135.24000549316406,136.74000549316406,133.88999938964844,135.1199951171875,128.1487579345703,11054800
2023-01-04,135.99000549316406,137.67999267578125,135.57000732421875,136.3800048828125,129.34376525878906,11687600
2023-01-05,135.66000366210938,135.7100067138672,133.6999969482422,135.35000610351562,129.31507873535156,8381300
2023-01-06,136.1300048828125,138.3800048828125,134.49000549316406,137.94000244140625,131.7895965576172,10029100
2023-01-09,138.60000610351562,138.8800048828125,136.8800048828125,137.3699951171875,131.2450408935547,8482300
2023-01-10,137.7899932861328,138.72000122070312,137.30999755859375,138.60000610351562,132.42018127441406,9048700
2023-01-11,138.89999389648438,139.75,138.10000610351562,139.6300048828125,133.4042510986328,8703700
2023-01-12,140.0,140.86000061035156,139.22000122070312,139.49000549316406,133.2705078125,11001700
2023-01-13,135.60000610351562,143.49000549316406,134.8000030517578,143.00999450683594,136.633544921875,20200000
2023-01-17,141.1699981689453,141.5399932861328,139.22999572753906,140.8000030517578,134.52207946777344,14292900
2023-01-18,138.9199981689453,140.72999572753906,136.41000366210938,136.57000732421875,130.48069763183594,13392600
2023-01-19,135.32000732421875,135.89999389648438,133.58999633789062,134.75,128.74183654785156,13303400
2023-01-20,135.16000366210938,135.49000549316406,133.5500030517578,135.0800018310547,129.05714416503906,13092500
